Date,Time,PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),T,RH,AH,CO(GT)
3/24/2004,19:00:00,1501,1302,247,681,134,10.7,67.3,0.8643,4.5
3/24/2004,20:00:00,1273,1130,190,795,136,10.8,65.7,0.8486,3.5
3/24/2004,21:00:00,1179,955,169,928,125,10.3,66.3,0.8336,2.6
3/24/2004,22:00:00,1047,809,118,1064,108,10.1,66.9,0.8248,1.7
3/24/2004,23:00:00,973,739,81,1186,87,10.4,61.1,0.7717,1.3
3/25/2004,0:00:00,997,737,80,1168,89,10.3,59.9,0.7516,1.3
3/25/2004,1:00:00,970,621,42,1400,58,11,58.4,0.7686,1
3/25/2004,2:00:00,902,568,38,1450,54,9.1,68.1,0.789,0.7
3/25/2004,3:00:00,921,538,-200,1564,-200,9.5,68.2,0.8091,0.7
3/25/2004,4:00:00,858,490,18,1707,28,9.3,72.3,0.8496,0.5
3/25/2004,5:00:00,878,457,12,1935,20,9.9,66.8,0.8152,0.5
3/25/2004,6:00:00,893,540,43,1604,51,7.6,83.2,0.8695,0.6
3/25/2004,7:00:00,1038,697,84,1260,82,8.1,79,0.8544,1.1
3/25/2004,8:00:00,1320,1035,184,902,112,8.7,74.6,0.8429,2.7
3/25/2004,9:00:00,1353,1235,202,740,119,8.6,75.1,0.8415,3.5
3/25/2004,10:00:00,1133,933,133,969,99,9.7,69.7,0.8389,2.3
3/25/2004,11:00:00,1066,849,130,1039,98,11,64.4,0.8447,1.6
3/25/2004,12:00:00,1027,809,106,1081,88,13.6,53,0.8209,1.3
3/25/2004,13:00:00,1106,935,132,958,96,14.2,48.4,0.778,2
3/25/2004,14:00:00,1038,907,106,976,81,14.2,46.3,0.7438,1.9
3/25/2004,15:00:00,1084,924,125,986,92,16,41.3,0.7462,1.9
3/25/2004,16:00:00,1105,982,138,939,105,17.7,35.4,0.7094,2.2
3/25/2004,17:00:00,1102,957,120,968,88,17.1,37.4,0.7225,2
3/25/2004,18:00:00,1240,1137,158,836,103,14.9,40.5,0.6835,2.9
3/25/2004,19:00:00,1443,1418,253,666,141,13.4,47.8,0.7293,5.2
3/25/2004,20:00:00,1389,1341,231,692,133,12.6,52.5,0.7642,4.6
3/25/2004,21:00:00,1183,989,150,904,119,12.2,53.2,0.7555,2.5
3/25/2004,22:00:00,1014,798,99,1083,106,10.6,56.1,0.714,1.5
3/25/2004,23:00:00,979,736,75,1154,92,9.9,59.5,0.7276,1.2
3/26/2004,0:00:00,1048,787,93,1098,97,9.6,61.1,0.7323,1.7
3/26/2004,1:00:00,1024,753,79,1131,91,9.7,61.6,0.7425,1.4
3/26/2004,2:00:00,974,690,67,1208,83,9.4,62.6,0.7398,1.2
3/26/2004,3:00:00,862,561,-200,1449,-200,8.2,68.5,0.7455,0.6
3/26/2004,4:00:00,925,602,45,1398,59,8,69.4,0.7459,0.7
3/26/2004,5:00:00,952,654,72,1210,73,7.7,72.4,0.7655,0.8
3/26/2004,6:00:00,1005,713,103,1130,78,8,71.8,0.7711,0.9
3/26/2004,7:00:00,1122,842,132,1015,90,8.5,66.3,0.7375,1.6
3/26/2004,8:00:00,1351,1201,239,783,110,9.8,59.6,0.7214,3.4
3/26/2004,9:00:00,1408,1278,275,682,114,11.2,57,0.7544,3.8
3/26/2004,10:00:00,1304,1142,232,772,119,14.8,44.1,0.7407,3.1
3/26/2004,11:00:00,1207,1098,180,826,121,16.8,35.3,0.6729,2.7
3/26/2004,12:00:00,1099,1014,112,948,97,19.2,27.1,0.5976,2
3/26/2004,13:00:00,1106,1068,116,915,99,19.1,26.2,0.5741,2.3
3/26/2004,14:00:00,1009,916,103,1015,85,16.3,30.8,0.5683,1.9
3/26/2004,15:00:00,962,776,89,1152,75,14.2,36.8,0.5922,1.3
3/26/2004,16:00:00,1093,933,112,976,87,13.4,41,0.6292,1.9
3/26/2004,17:00:00,1180,1023,127,886,102,14.2,43.3,0.6982,2.3
3/26/2004,18:00:00,1168,1037,125,868,105,12.1,45.6,0.6403,2.4
3/26/2004,19:00:00,1168,1063,120,876,98,10.4,48,0.6046,2.7
3/26/2004,20:00:00,1140,1000,120,916,93,10,51.1,0.628,2.6
3/26/2004,21:00:00,1001,811,99,1097,91,9.8,50.8,0.6172,1.5
3/26/2004,22:00:00,953,743,79,1185,85,9.7,50.4,0.6063,1.2
3/26/2004,23:00:00,972,715,66,1237,74,9.9,50.2,0.6103,1.1
3/27/2004,0:00:00,1021,776,94,1144,87,9.4,53.4,0.63,1.5
3/27/2004,1:00:00,940,664,70,1290,79,8.6,57.8,0.6488,1
3/27/2004,2:00:00,1046,736,75,1142,78,8.1,62.1,0.6746,1.2
3/27/2004,3:00:00,1026,699,-200,1191,-200,7.9,63.5,0.6777,1.1
3/27/2004,4:00:00,983,698,57,1209,63,7.4,64.8,0.6683,-200
3/27/2004,5:00:00,915,578,32,1417,48,8.2,58.9,0.6444,0.8
3/27/2004,6:00:00,935,615,54,1373,59,6.3,66.6,0.641,0.9
3/27/2004,7:00:00,976,669,68,1270,65,7.2,62.9,0.6396,1.1
3/27/2004,8:00:00,1124,842,98,1050,71,7.2,63.9,0.65,1.5
3/27/2004,9:00:00,1163,919,128,922,84,11.1,50.5,0.6654,1.8
3/27/2004,10:00:00,1167,966,129,942,93,15.5,36.1,0.6313,2.1
3/27/2004,11:00:00,1121,955,130,992,99,17.8,29.2,0.592,2.1
3/27/2004,12:00:00,1071,940,111,994,93,17.6,30.1,0.6013,1.9
3/27/2004,13:00:00,1065,979,106,950,96,19.1,26.8,0.5861,2.1
3/27/2004,14:00:00,1157,1072,137,888,114,17.7,28.6,0.5735,2.5
3/27/2004,15:00:00,1046,883,113,1051,101,17.8,28.4,0.5737,1.9
3/27/2004,16:00:00,1147,1042,122,934,108,18.7,26,0.5555,2.2
3/27/2004,17:00:00,1119,1022,137,916,117,17.1,31.3,0.6038,2.3
3/27/2004,18:00:00,1210,1062,165,886,125,15.8,36.1,0.644,2.7
3/27/2004,19:00:00,1306,1079,196,827,133,14.7,40.1,0.6657,3
3/27/2004,20:00:00,1258,1057,174,841,119,13.6,44.9,0.6991,2.8
3/27/2004,21:00:00,1148,930,140,948,107,12.5,48.1,0.6946,2.2
3/27/2004,22:00:00,1108,848,102,1023,96,11.8,50.8,0.7042,1.6
3/27/2004,23:00:00,1231,924,130,906,105,10.9,56.1,0.7326,2.1
3/28/2004,0:00:00,1293,937,121,930,102,10.9,55.9,0.7277,2.3
3/28/2004,1:00:00,1274,912,111,939,97,10.3,58.1,0.7278,2.3
3/28/2004,2:00:00,1135,827,87,1013,79,9.3,62.2,0.7294,1.7
3/28/2004,3:00:00,1151,911,-200,935,-200,8.2,66.7,0.7276,2.2
3/28/2004,4:00:00,1010,769,77,1110,69,8.3,64.9,0.7124,1.3
3/28/2004,5:00:00,870,626,39,1325,52,9.6,58.5,0.7,0.8
3/28/2004,6:00:00,983,688,77,1251,62,7.7,66.4,0.699,1.1
3/28/2004,7:00:00,995,691,91,1219,69,7.4,68,0.7043,1.4
3/28/2004,8:00:00,1024,747,105,1136,75,9.7,58.6,0.7035,1.3
3/28/2004,9:00:00,1163,880,133,959,83,12.5,50.1,0.7242,1.9
3/28/2004,10:00:00,1218,938,128,918,94,16.8,36.9,0.7018,2.3
3/28/2004,11:00:00,1210,958,126,933,96,19.2,31.3,0.6887,2.3
3/28/2004,12:00:00,1114,887,92,1020,86,21.3,26.4,0.6607,1.8
3/28/2004,13:00:00,995,796,66,1159,72,21.2,23.1,0.5768,1.4
3/28/2004,14:00:00,927,700,50,1285,53,18.6,25,0.5319,1
3/28/2004,15:00:00,1002,754,70,1189,65,18,27.3,0.5594,1.4
3/28/2004,16:00:00,987,727,73,1213,70,18.2,28.3,0.5848,1.3
3/28/2004,17:00:00,993,714,77,1217,75,17,31.4,0.6048,1.3
3/28/2004,18:00:00,1012,746,86,1174,86,15.6,35,0.617,1.4
3/28/2004,19:00:00,1114,823,93,1068,94,14.1,40.2,0.6438,1.9
3/28/2004,20:00:00,1093,789,105,1102,103,13.4,43.2,0.6623,1.8
3/28/2004,21:00:00,968,669,67,1261,81,12.3,46.8,0.6686,1.1
3/28/2004,22:00:00,960,666,63,1266,80,11.9,46.5,0.6449,1.1
3/28/2004,23:00:00,942,648,63,1300,77,11.5,46.6,0.6319,1.1
3/29/2004,0:00:00,888,598,46,1396,58,10.6,48,0.6135,0.9
3/29/2004,1:00:00,818,524,21,1588,31,10.7,45.8,0.5895,0.6
3/29/2004,2:00:00,840,509,22,1643,38,10.4,46.6,0.5901,0.5
3/29/2004,3:00:00,894,524,-200,1557,-200,10.1,47.8,0.5913,0.7
3/29/2004,4:00:00,864,516,39,1496,59,11.3,46.9,0.628,0.6
3/29/2004,5:00:00,898,559,55,1441,70,10.1,51.2,0.6341,0.7
3/29/2004,6:00:00,946,643,76,1309,75,9.9,50.7,0.6167,0.9
3/29/2004,7:00:00,1309,1125,181,844,103,8.1,56.8,0.615,2.9
3/29/2004,8:00:00,1326,1289,259,714,134,10.9,44.1,0.5748,4.1
3/29/2004,9:00:00,966,786,118,1111,98,11.8,37.6,0.5184,1.5
3/29/2004,10:00:00,975,793,119,1133,97,13.9,33.2,0.5222,1.5
3/29/2004,11:00:00,988,803,123,1105,98,15.6,30.1,0.5285,1.5
3/29/2004,12:00:00,971,786,92,1129,78,16.5,29,0.5406,1.4
3/29/2004,13:00:00,1010,833,91,1070,83,17.5,27.9,0.5517,1.6
3/29/2004,14:00:00,984,790,103,1131,92,17.9,26.8,0.5446,1.5
3/29/2004,15:00:00,962,776,102,1131,81,18.2,26.1,0.5387,1.4
3/29/2004,16:00:00,1012,801,94,1098,90,18,27.1,0.5522,1.5
3/29/2004,17:00:00,1058,896,98,996,95,17,28.9,0.5558,1.9
3/29/2004,18:00:00,1173,985,126,905,114,16.1,31.3,0.568,2.5
3/29/2004,19:00:00,1127,907,108,957,106,14.5,35.4,0.5839,2.1
3/29/2004,20:00:00,1020,797,95,1066,99,13.2,37.9,0.5733,1.6
3/29/2004,21:00:00,949,700,78,1221,90,13.1,34.4,0.517,1.2
3/29/2004,22:00:00,930,710,61,1278,82,13.5,28.5,0.4405,1.1
3/29/2004,23:00:00,900,643,55,1339,74,12.4,31.9,0.4583,1
3/30/2004,0:00:00,899,630,57,1418,76,13.1,26.8,0.4023,1
3/30/2004,1:00:00,866,569,41,1468,66,11.6,33.6,0.4595,0.7
3/30/2004,2:00:00,900,563,46,1402,73,10.5,42.9,0.5442,0.7
3/30/2004,3:00:00,949,540,-200,1457,-200,11.7,38.7,0.5298,0.8
3/30/2004,4:00:00,897,529,41,1462,69,12.2,37.2,0.5277,-200
3/30/2004,5:00:00,956,605,52,1341,71,12.9,33.9,0.5037,0.7
3/30/2004,6:00:00,1054,779,111,1080,98,11.3,40.3,0.5376,1.1
3/30/2004,7:00:00,1343,1096,191,839,115,11.9,38.4,0.5341,2.6
3/30/2004,8:00:00,1584,1399,244,642,130,13.3,35.6,0.5416,4
3/30/2004,9:00:00,1556,1337,283,674,150,16.3,28.8,0.5305,4.2
3/30/2004,10:00:00,1565,1324,320,695,159,17.9,28.2,0.5741,4.7
3/30/2004,11:00:00,1429,1251,249,734,146,18.3,26.6,0.5529,3.9
3/30/2004,12:00:00,1419,1267,219,742,138,20.8,22.5,0.5463,3.7
3/30/2004,13:00:00,1373,1213,200,791,128,22.4,20,0.5352,3.4
3/30/2004,14:00:00,1185,992,138,942,97,20.9,21.7,0.5295,2.2
3/30/2004,15:00:00,1122,897,118,991,91,19.1,26.5,0.579,1.9
3/30/2004,16:00:00,1085,820,99,1060,81,18.1,30.6,0.6295,1.6
3/30/2004,17:00:00,1249,968,112,874,99,17.3,34.7,0.6788,2.1
3/30/2004,18:00:00,1236,962,117,853,101,15.8,40.4,0.7228,2.2
3/30/2004,19:00:00,1334,1047,129,815,106,15.9,42,0.7541,2.7
3/30/2004,20:00:00,1264,928,132,884,102,15.9,43.5,0.779,2.4
3/30/2004,21:00:00,1073,746,73,1072,84,15,46.1,0.7833,1.3
3/30/2004,22:00:00,1053,701,68,1147,81,15.1,44.6,0.7574,1.2
3/30/2004,23:00:00,1098,747,80,1094,91,14.9,43.5,0.7302,1.5
3/31/2004,0:00:00,1029,702,68,1180,82,14.8,41,0.685,1.3
3/31/2004,1:00:00,973,631,44,1287,64,14.8,40.8,0.6814,1
3/31/2004,2:00:00,972,639,47,1222,70,14.8,40.8,0.6834,0.9
3/31/2004,3:00:00,832,496,-200,1613,-200,14.2,36.1,0.5823,0.5
3/31/2004,4:00:00,851,477,15,1699,26,14.5,36.1,0.5928,0.5
3/31/2004,5:00:00,909,545,44,1473,58,14.6,36,0.5947,0.6
3/31/2004,6:00:00,1038,684,85,1220,93,14.4,38.5,0.6291,1
3/31/2004,7:00:00,1636,1168,207,721,110,13.8,58.2,0.9129,3.1
3/31/2004,8:00:00,1580,1295,230,639,115,13.2,61.1,0.9256,4.1
3/31/2004,9:00:00,1262,924,181,872,125,10.4,74.4,0.9384,2.2
3/31/2004,10:00:00,1197,837,144,957,118,11.5,71,0.9582,1.7
3/31/2004,11:00:00,1277,886,140,902,109,12.2,70,0.9924,1.9
3/31/2004,12:00:00,1430,1025,204,779,123,12.3,73.3,1.0442,2.9
3/31/2004,13:00:00,1242,944,149,846,114,11.3,78.1,1.0411,2.2
3/31/2004,14:00:00,1349,1023,171,804,114,13.6,69.2,1.0746,2.6
3/31/2004,15:00:00,1390,1100,195,755,119,14.9,59.3,0.9974,3.1
3/31/2004,16:00:00,1224,980,152,850,111,15.7,50.9,0.8997,2.3
3/31/2004,17:00:00,1253,1026,128,810,103,15.2,52.9,0.9087,2.4
3/31/2004,18:00:00,1312,1041,121,821,103,15.5,50.8,0.8881,2.8
3/31/2004,19:00:00,1254,1033,142,819,107,14.3,52.9,0.8581,2.7
3/31/2004,20:00:00,1198,953,131,882,105,13.2,56,0.8446,2.3
3/31/2004,21:00:00,1060,787,81,1044,91,12.6,57,0.8315,1.5
3/31/2004,22:00:00,1050,769,60,1078,79,12.3,57.8,0.8224,1.4
3/31/2004,23:00:00,1029,754,57,1098,79,12,58.4,0.8164,1.2
4/1/2004,0:00:00,1143,825,96,986,86,12,61.6,0.8593,1.6
4/1/2004,1:00:00,1044,770,85,1031,70,11.5,63.9,0.8652,1.2
4/1/2004,2:00:00,1034,716,50,1085,55,10.7,67.2,0.863,1.1
4/1/2004,3:00:00,956,713,-200,1099,-200,9,73.1,0.8394,0.9
4/1/2004,4:00:00,909,615,57,1237,49,10.2,66.6,0.8299,0.7
4/1/2004,5:00:00,996,648,64,1176,50,11,63.7,0.8325,0.9
4/1/2004,6:00:00,1154,876,153,1002,67,9.6,68.8,0.8243,1.7
4/1/2004,7:00:00,1510,1291,342,675,94,9.5,69.6,0.8273,4.2
4/1/2004,8:00:00,1722,1595,378,539,119,11.9,60.9,0.8455,6.2
4/1/2004,9:00:00,1512,1323,304,631,139,16.2,48.6,0.8892,4.6
4/1/2004,10:00:00,1258,1040,192,800,113,19.2,39.6,0.8693,2.8
4/1/2004,11:00:00,1094,850,130,970,88,19.7,38.4,0.8743,1.6
4/1/2004,12:00:00,1129,875,106,974,73,20.6,36.7,0.8797,1.7
4/1/2004,13:00:00,1125,924,102,937,73,21.8,33.9,0.8771,1.7
4/1/2004,14:00:00,-200,-200,99,-200,72,-200,-200,-200,1.7
4/1/2004,15:00:00,-200,-200,108,-200,81,-200,-200,-200,1.9
4/1/2004,16:00:00,-200,-200,131,-200,93,-200,-200,-200,2.3
4/1/2004,17:00:00,1308,1193,163,793,106,23.6,27.5,0.7913,3.3
4/1/2004,18:00:00,1529,1331,211,700,132,22.8,32.1,0.8814,4.2
4/1/2004,19:00:00,1592,1429,267,624,164,20.8,36.7,0.8878,5.5
4/1/2004,20:00:00,1536,1302,269,666,161,18.3,40.9,0.8493,4.9
4/1/2004,21:00:00,1192,1007,154,827,124,16.8,44,0.8341,2.5
4/1/2004,22:00:00,1186,976,127,844,113,15.8,48,0.8569,2
4/1/2004,23:00:00,1203,920,122,898,103,14.9,52,0.8757,2
4/2/2004,0:00:00,1139,899,126,921,104,14.1,54.4,0.8701,2
4/2/2004,1:00:00,1072,795,84,986,93,13.3,58.8,0.8922,1.3
4/2/2004,2:00:00,954,667,58,1180,60,13.3,60.9,0.9229,1
4/2/2004,3:00:00,951,673,-200,1137,-200,11.8,64.3,0.8869,0.9
4/2/2004,4:00:00,926,638,37,1195,52,11.2,65.9,0.8775,-200
4/2/2004,5:00:00,968,628,56,1197,66,11.3,72.9,0.9738,0.7
4/2/2004,6:00:00,1067,727,91,1055,82,11.4,71.8,0.9671,1.1
4/2/2004,7:00:00,1386,1083,159,798,109,11.9,73.7,1.0254,2.6
4/2/2004,8:00:00,1474,1306,190,634,114,12.6,70.2,1.0221,3.9
4/2/2004,9:00:00,1569,1316,249,634,139,13.6,65.3,1.0136,5
4/2/2004,10:00:00,1375,1177,196,706,127,16.9,52.3,1.0013,3.3
4/2/2004,11:00:00,1328,1123,180,738,127,19.4,44.1,0.9855,2.9
4/2/2004,12:00:00,1341,1176,167,748,135,22.9,33.8,0.9322,3.1
4/2/2004,13:00:00,1297,1183,159,765,130,23.6,31.3,0.9001,3
4/2/2004,14:00:00,1303,1139,152,790,126,24.7,30.5,0.9371,2.7
4/2/2004,15:00:00,1281,1116,149,809,121,26.1,27.3,0.9101,2.7
4/2/2004,16:00:00,1248,1103,143,872,122,27.6,22.8,0.8288,2.6
4/2/2004,17:00:00,1382,1288,185,778,138,26.9,22.3,0.7792,3.7
4/2/2004,18:00:00,1491,1385,223,685,165,24.3,30.1,0.9012,4.5
4/2/2004,19:00:00,1620,1407,215,641,154,21.2,40.1,0.9978,4.7
4/2/2004,20:00:00,1693,1439,271,618,168,19.4,42.5,0.9483,5.5
4/2/2004,21:00:00,1374,1121,180,771,146,18.5,43,0.9074,3
4/2/2004,22:00:00,1287,982,115,841,124,17.8,47,0.9467,1.9
4/2/2004,23:00:00,1408,1052,149,761,124,16.8,53.2,1.01,2.3
4/3/2004,0:00:00,1254,941,98,828,106,17.1,51.8,0.999,1.6
4/3/2004,1:00:00,1141,827,73,936,88,16.2,54.2,0.9933,1.3
4/3/2004,2:00:00,1141,777,69,986,83,15.1,58.2,0.9886,1.2
4/3/2004,3:00:00,1042,697,-200,1056,-200,15.1,57.6,0.9796,0.9
4/3/2004,4:00:00,986,651,60,1145,74,14.5,58,0.9488,0.8
4/3/2004,5:00:00,1005,673,56,1103,64,13.7,61.6,0.9631,0.8
4/3/2004,6:00:00,1041,683,73,1112,69,13.9,59.6,0.9408,0.9
4/3/2004,7:00:00,1272,959,159,846,91,13.3,61.7,0.9399,2
4/3/2004,8:00:00,1436,1154,203,704,96,15.1,55.8,0.9486,3
4/3/2004,9:00:00,1472,1126,211,720,106,17,50.5,0.9684,3.1
4/3/2004,10:00:00,1418,1023,-200,785,-200,19.7,43.3,0.9837,-200
4/3/2004,11:00:00,1410,1030,-200,781,-200,20.7,41.7,1.0092,-200
4/3/2004,12:00:00,1438,1096,-200,781,-200,23.3,35.8,1.0098,-200
4/3/2004,13:00:00,1278,1000,-200,866,-200,23.8,30.5,0.8897,-200
4/3/2004,14:00:00,1257,1006,-200,915,-200,24.8,27,0.8325,-200
4/3/2004,15:00:00,1331,1046,-200,882,-200,25,27.5,0.8575,-200
4/3/2004,16:00:00,1361,1102,-200,834,-200,25.8,26.5,0.8675,-200
4/3/2004,17:00:00,1398,1156,-200,812,-200,25.1,27.1,0.8496,-200
4/3/2004,18:00:00,1483,1213,-200,764,-200,23.7,28.6,0.8273,-200
4/3/2004,19:00:00,1697,1471,-200,625,-200,22.1,36.8,0.9681,-200
4/3/2004,20:00:00,1459,1124,-200,736,-200,19.9,47.5,1.0912,-200
4/3/2004,21:00:00,1268,918,-200,873,-200,18.7,50.4,1.0772,-200
4/3/2004,22:00:00,1469,1128,-200,762,-200,18.1,51.3,1.0587,-200
4/3/2004,23:00:00,1316,952,-200,847,-200,17.5,53.8,1.0648,-200
4/4/2004,0:00:00,1224,892,-200,884,-200,16.7,56.5,1.0634,-200
4/4/2004,1:00:00,1215,843,-200,929,-200,15.9,59.2,1.0635,-200
4/4/2004,2:00:00,1115,782,-200,980,-200,15.2,62.4,1.0726,-200
4/4/2004,3:00:00,1124,793,-200,965,-200,14.7,65,1.0766,-200
4/4/2004,4:00:00,1028,682,-200,1090,-200,14.3,65.3,1.0594,-200
4/4/2004,5:00:00,1010,650,-200,1171,-200,13.7,66.5,1.0393,-200
4/4/2004,6:00:00,1074,731,-200,1020,-200,12.9,69.1,1.0264,-200
4/4/2004,7:00:00,1034,684,-200,1110,-200,13.7,64.8,1.0135,-200
4/4/2004,8:00:00,1130,720,-200,1063,-200,15.3,59,1.0181,-200
4/4/2004,9:00:00,1275,900,-200,868,-200,18.1,49.8,1.0272,-200
4/4/2004,10:00:00,1324,939,-200,846,-200,21.5,40.7,1.0301,-200
4/4/2004,11:00:00,1268,902,-200,906,-200,23.3,37.1,1.0457,-200
4/4/2004,12:00:00,1272,924,-200,895,-200,25.1,33.8,1.0594,-200
4/4/2004,13:00:00,1160,860,-200,969,-200,25.6,32.1,1.0393,-200
4/4/2004,14:00:00,1136,792,-200,1057,-200,25.8,31.1,1.0143,-200
4/4/2004,15:00:00,1296,977,-200,863,-200,26.1,30.8,1.0253,-200
4/4/2004,16:00:00,1345,996,-200,841,-200,24.4,36,1.085,-200
4/4/2004,17:00:00,1296,983,-200,845,-200,23,36.2,1.0053,-200
4/4/2004,18:00:00,1258,977,-200,838,-200,22.1,39.3,1.0336,-200
4/4/2004,19:00:00,1420,1085,-200,755,-200,19.8,44.6,1.0208,-200
4/4/2004,20:00:00,1366,997,-200,830,-200,18.5,48.9,1.0323,-200
4/4/2004,21:00:00,1113,772,-200,989,-200,16.6,56.1,1.0481,-200
4/4/2004,22:00:00,1196,853,-200,909,-200,15.8,58.8,1.0464,-200
4/4/2004,23:00:00,1188,829,-200,930,-200,15.3,60.8,1.0501,-200
4/5/2004,0:00:00,1102,750,-200,1007,-200,14.7,64.4,1.0717,-200
4/5/2004,1:00:00,969,611,-200,1239,-200,14.8,63.3,1.0584,-200
4/5/2004,2:00:00,983,600,-200,1233,-200,15,61.5,1.0418,-200
4/5/2004,3:00:00,876,505,-200,1456,-200,15.5,56.9,0.9961,-200
4/5/2004,4:00:00,884,489,-200,1536,-200,16,54,0.9742,-200
4/5/2004,5:00:00,1024,658,-200,1175,-200,13.5,63.9,0.9809,-200
4/5/2004,6:00:00,1126,822,-200,945,-200,12.9,65.3,0.9688,-200
4/5/2004,7:00:00,1415,1089,-200,767,-200,13.4,62.5,0.9582,-200
4/5/2004,8:00:00,1631,1449,-200,570,-200,14.5,58.8,0.963,-200
4/5/2004,9:00:00,1499,1247,-200,647,-200,15.3,56.7,0.9773,-200
4/5/2004,10:00:00,1461,1127,236,703,124,15.6,57.4,1.0075,3.1
4/5/2004,11:00:00,1430,1107,228,713,121,16.6,55.2,1.0382,3
4/5/2004,12:00:00,1498,1171,206,684,114,17,54.3,1.0434,3.2
4/5/2004,13:00:00,1454,1162,188,682,114,18,51.5,1.0552,3.1
4/5/2004,14:00:00,1402,1069,158,733,106,19.5,47.5,1.0653,2.5
4/5/2004,15:00:00,1327,971,124,803,89,21.6,41.7,1.0606,2.1
4/5/2004,16:00:00,1273,963,98,832,82,22.2,38.3,1.0106,2
4/5/2004,17:00:00,1457,1190,160,678,111,20.3,42.8,1.0053,3.2
4/5/2004,18:00:00,1543,1290,194,631,132,19.7,45.4,1.0312,4.1
4/5/2004,19:00:00,1499,1239,174,651,121,18.8,47.5,1.0199,3.9
4/5/2004,20:00:00,1378,1102,157,742,116,17.9,49.4,1.0064,3.1
4/5/2004,21:00:00,1243,928,109,852,100,17.5,50.9,1.009,2
4/5/2004,22:00:00,1196,885,85,884,89,17.4,51.8,1.023,1.7
4/5/2004,23:00:00,1137,869,90,890,92,17,53.9,1.0363,1.6
4/6/2004,0:00:00,1015,718,61,1065,71,16.6,55.4,1.0408,1
4/6/2004,1:00:00,978,635,36,1188,51,15.9,57,1.0224,0.8
4/6/2004,2:00:00,933,547,25,1357,39,15,59.2,1.0059,0.5
4/6/2004,3:00:00,927,579,-200,1267,-200,14.5,61.4,1.0041,0.5
4/6/2004,4:00:00,908,569,24,1303,35,14.1,61.6,0.9883,0.5
4/6/2004,5:00:00,980,677,73,1141,64,14.6,58.8,0.9711,0.8
4/6/2004,6:00:00,1236,920,164,880,94,14.4,58.9,0.9594,1.7
4/6/2004,7:00:00,1664,1407,329,594,134,15.3,55.2,0.9538,4.5
4/6/2004,8:00:00,1757,1636,302,494,129,16.2,52.5,0.9576,6.2
4/6/2004,9:00:00,1524,1350,256,588,125,18.4,46.3,0.9734,4.4
4/6/2004,10:00:00,1329,1119,182,707,107,19.6,41.8,0.9407,2.9
4/6/2004,11:00:00,1167,884,105,881,78,20.2,40.1,0.937,1.6
4/6/2004,12:00:00,1369,1132,136,715,91,20.9,36.6,0.8939,2.6
4/6/2004,13:00:00,1284,1103,167,755,116,20.4,34.7,0.8229,2.9
4/6/2004,14:00:00,1221,1032,166,811,131,19.3,35.4,0.7813,2.5
4/6/2004,15:00:00,1096,947,115,872,113,18.6,36.9,0.7829,1.9
4/6/2004,16:00:00,1143,988,109,849,98,18.8,36.8,0.7883,1.9
4/6/2004,17:00:00,1251,1116,143,760,116,17.5,40.6,0.8068,2.7
4/6/2004,18:00:00,1268,1148,159,728,120,16.8,44.3,0.8428,3
4/6/2004,19:00:00,1314,1150,181,726,126,16.3,47.7,0.8746,3.3
4/6/2004,20:00:00,1315,1142,178,724,126,15.6,50.7,0.8947,3.2
4/6/2004,21:00:00,1095,918,91,896,90,15.7,49.4,0.8768,1.8
4/6/2004,22:00:00,1027,808,76,996,81,15.8,48.6,0.8653,1.3
4/6/2004,23:00:00,1012,752,66,1053,74,15.7,47,0.8325,1.1
4/7/2004,0:00:00,948,710,56,1127,67,15.7,45.9,0.8121,0.9
4/7/2004,1:00:00,889,603,35,1308,46,15.6,44.9,0.792,0.7
4/7/2004,2:00:00,830,538,21,1475,30,15.6,44.4,0.7827,0.4
4/7/2004,3:00:00,801,464,-200,1749,-200,16.1,42.4,0.7718,0.3
4/7/2004,4:00:00,804,468,12,1826,19,15.7,45.4,0.8063,0.3
4/7/2004,5:00:00,824,478,22,1705,32,15.3,50.1,0.8617,0.3
4/7/2004,6:00:00,1000,688,55,1257,61,14.2,58.6,0.9443,0.8
4/7/2004,7:00:00,1307,1082,152,777,111,14.3,58.2,0.9431,2.8
4/7/2004,8:00:00,1286,1171,153,716,102,15,52,0.8817,3.1
4/7/2004,9:00:00,1150,925,152,865,116,13.6,61.4,0.9519,2.3
4/7/2004,10:00:00,1087,876,112,911,96,16.1,53.1,0.9675,1.6
4/7/2004,11:00:00,1016,839,119,991,97,16.6,44.3,0.8294,1.5
4/7/2004,12:00:00,1029,892,122,937,110,17.4,40.3,0.7922,1.6
4/7/2004,13:00:00,1109,943,115,883,103,18.1,42.2,0.8679,1.8
4/7/2004,14:00:00,997,817,84,1030,79,14.4,51.8,0.8433,1.4
4/7/2004,15:00:00,1177,880,146,927,104,10.9,76.4,0.9953,1.9
4/7/2004,16:00:00,1045,808,65,1038,69,16.4,47.7,0.8819,1.2
4/7/2004,17:00:00,1171,1073,120,847,96,18,37.1,0.7598,2.3
4/7/2004,18:00:00,1221,1101,185,799,121,14.7,48.7,0.8089,3.3
4/7/2004,19:00:00,1262,1133,157,774,129,11.3,71.3,0.9514,3.1
4/7/2004,20:00:00,1207,1013,174,876,116,10,74,0.9087,3.3
4/7/2004,21:00:00,956,666,62,1235,71,9.8,71.8,0.8702,1.2
